1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-100.8013578658704 2:8.351020009294084 3:-0.7527499222314953 4:-3.9750670650083744 5:-1.5158973235422337 6:-0.2052253036365066 7:-2.1096022223333906 8:-1.4005054334715243 9:3.507176202511956 10:2.9392860724275067 11:3.0762267094197107 12:1.6740069451103519 
1:-108.66529542344301 2:13.3969143462203 3:-0.2696930597454932 4:-3.002674606054388 5:-4.198971459494458 6:-4.032459705568654 7:-0.024816826979248585 8:0.5186697784304419 9:3.32380771483392 10:-0.36810694894652407 11:-1.4429741783804269 12:0.554900607731605 
1:-110.26947543519812 2:13.60271223525608 3:1.0828281518888696 4:-5.458331717595634 5:-4.554297975219958 6:-4.156988739217855 7:-2.0395045085878762 8:-2.052932811130534 9:3.1600086425562375 10:1.1161692524136786 11:-0.5501937293669155 12:-2.317632774526412 
1:-103.00091204327589 2:14.97706470037002 3:1.4068523945067577 4:-3.4027482568603244 5:-3.552012871539313 6:-2.9139769324053715 7:-4.7321563069084505 8:-1.9298172213865858 9:3.5686085661058202 10:0.8719133173003595 11:-1.2008538814181136 12:-1.2061186924729812 
1:-107.02215127189058 2:11.441335831336886 3:-2.3095700069119247 4:-4.079117838021096 5:-0.11153227546751676 6:-1.1623424433963412 7:-4.385610041299292 8:-0.30155955159334047 9:1.8664878815476609 10:-3.183400251216154 11:-1.2417725036301799 12:0.2731419893830904 
1:-105.56216648254433 2:11.563951748439097 3:-4.643708763847579 4:-6.213862809765156 5:0.2217047931942444 6:-0.4942006122095375 7:-2.6986688032745128 8:2.332604736035517 9:6.0427082534897165 10:0.7297220033995804 11:-2.2730777436800578 12:-0.35018877180689634 
1:-102.47312206817755 2:10.59763684977112 3:0.32623830264717224 4:-3.8203385946074815 5:0.3750334305868348 6:0.4951712813726905 7:-3.9593466609619825 8:-1.1441701112084965 9:1.0112376479844096 10:-3.749672167524077 11:-2.415822821109674 12:1.495066170201096 
1:-106.28919215733833 2:11.518922601065377 3:1.0551548686298649 4:-2.869534249222624 5:-2.267655657541404 6:-2.9394778078036325 7:-3.77397577733854 8:-0.7575872730649484 9:2.6242112053495643 10:-0.37589119554551065 11:-1.7927206847143031 12:-2.7973503338428425 
1:-104.19559466111582 2:10.532355134002305 3:0.20156084978076017 4:0.12687358042296104 5:-1.6775781818571662 6:0.10238968840513785 7:-0.5854123577085972 8:0.8656338031283242 9:0.9013704116658019 10:-0.8345775464820457 11:-0.2923911941174224 12:0.04226401302502758 
1:-106.52818600103161 2:12.978152378669556 3:-1.3377576377631364 4:-4.611392613945792 5:-2.446106302933476 6:-1.8389093657954194 7:-5.889621661708622 8:-0.5365504352194876 9:3.037342864621087 10:-2.0041927088106823 11:0.25003402737425473 12:1.1818060320279433 
1:-107.01580021257217 2:14.531831671379305 3:0.4445277331181723 4:-1.9883949144911988 5:-1.1096535963938603 6:-1.1359514573821299 7:-2.8367919040284337 8:0.6697530966665401 9:4.658593698836514 10:0.13003337688496996 11:-1.4254770149864062 12:0.42254954030065006 
1:-109.56494312236258 2:12.163102223428957 3:0.38998271441925425 4:-1.89309549618112 5:-3.834259318550506 6:-2.2084478306311954 7:0.21055207648946705 8:-0.8437422480642756 9:1.0555745305701691 10:-2.8201550240761977 11:-3.135440636441939 12:0.9456739399835676 
1:-113.58268211932166 2:10.354335502077284 3:-2.214528059436594 4:-3.2339708012948982 5:-4.687411623062437 6:-0.4989709788413581 7:0.41722895814163863 8:-2.5665713877216567 9:-0.9803200638351264 10:-2.713144630249289 11:0.525617804834416 12:-0.9106331257128883 
1:-116.52422323534056 2:9.432893900012756 3:-0.5372792339885324 4:-4.673103350732405 5:-6.731331187703168 6:-3.208772455099618 7:-4.268391755215928 8:-5.2868285094593865 9:1.2027578930874379 10:-0.5528915488558592 11:0.017922689229258992 12:-0.8057871944862596 
1:-105.11624722487717 2:11.930271763867658 3:-0.2948840744388752 4:-3.288581830909078 5:-2.3993578848381767 6:-0.1653297131341942 7:-1.5574518383796483 8:-1.329687395327523 9:0.17613970432352755 10:-4.14990872998554 11:-2.3847720322183603 12:-1.2272032062165237 
1:-108.13223645145607 2:8.007014991133175 3:-4.171466520920127 4:-3.169715107534004 5:-1.854604248104069 6:-1.7073138429621721 7:-0.8730765213889082 8:-0.025240900357829776 9:4.595538156862541 10:0.4819942924937961 11:0.1495486694155872 12:-0.8129279248187293 
1:-112.66319177167405 2:9.65452657843809 3:-1.72501295124898 4:-5.2009007582106275 5:-3.2762306412134037 6:-1.0153823279185223 7:-0.8869847841024527 8:0.21966692477518057 9:6.796916939137175 10:0.5723281897402708 11:-1.7046184430431657 12:-3.7835861840843457 
1:-112.65381043892847 2:6.237680859165264 3:-2.767571168446516 4:-5.230297982238971 5:-5.264786367884399 6:-1.529584475771438 7:-0.6968588467543482 8:0.8678826154032842 9:1.9937782231584746 10:-3.8734469021790945 11:-0.6147124602667073 12:-1.9653272124267924 
1:-114.93477617195938 2:7.682569976123473 3:-2.2717063803761715 4:-1.3356849911555644 5:-2.0505624152078044 6:-1.37120467767636 7:-0.0950696518370262 8:-0.7599573014541448 9:2.2415909401091323 10:-2.3444597323393523 11:-3.169503404493456 12:-3.367842088514256 
1:-117.15464853965268 2:7.780760021654163 3:-2.027728365744016 4:-6.366191706692286 5:-2.2631502115782878 6:-3.332020701691935 7:-2.062537850838701 8:0.8960407773498194 9:3.362493771472179 10:-2.7411595140855955 11:-1.3804978154785112 12:-0.5588006000869026 
1:-109.5552897478236 2:3.4463777093582815 3:-4.2678909282347774 4:-2.6853969115713876 5:-3.1538307877521903 6:-2.981125673311312 7:-0.31295411312308197 8:0.7969481593663499 9:4.45402376632469 10:-1.5463591098305685 11:2.1386518962542813 12:3.270672906720856 
1:-116.32288054601902 2:9.126908671450206 3:-0.8033889821595848 4:-1.434562766245132 5:-3.882304217318268 6:-4.511378220584374 7:-2.6682533607369647 8:-2.1330900407523172 9:3.873484639655205 10:1.4433101915428352 11:1.7519991359747036 12:1.094473934224748 
1:-117.74286324674277 2:7.3820846979640065 3:-0.45085163239157655 4:-2.498620103130404 5:-3.71767379844971 6:-4.163865679965431 7:-2.277540289918593 8:0.8501287691763073 9:4.395661490634799 10:-0.224016717579139 11:-2.3041690248835867 12:-3.772813437524167 
1:-113.54542008157608 2:10.589097824324806 3:0.9582580788182957 4:-3.184444689674976 5:-3.8758543861552273 6:-4.036126386433384 7:-4.129617000746835 8:1.0332316610649555 9:6.80050092866027 10:-0.27468065142513653 11:-4.432554402737601 12:-1.2509298704001828 
1:-116.11992771419077 2:8.856411174877813 3:0.4082404339476877 4:-0.5368002614775813 5:1.117656461914983 6:-0.888599827827032 7:-2.0545570285567303 8:1.1869396206468719 9:3.499008436397311 10:-1.956987010662039 11:-1.996197882726826 12:-1.576661721695118 
1:-115.62863352835384 2:6.4453839055577244 3:-0.35797052371389304 4:0.9653310130976331 5:1.1517829944034381 6:-0.7763134156203546 7:-1.6304120744264208 8:2.4737833956423905 9:6.605487455954045 10:1.4018160128379602 11:-0.9463796175822212 12:0.38998188253860766 
1:-113.81502264773592 2:8.735955955159056 3:3.5994371695494 4:-1.2532084154134533 5:-1.4261247719550498 6:-1.4821124415305258 7:-1.5293338597040114 8:1.6463356627874688 9:7.621243406550487 10:3.05542212975542 11:1.1420577081340473 12:1.0804541026798815 
1:-114.51282668133996 2:9.324359007677575 3:1.6867361144923056 4:-2.008144350387568 5:-3.1738509337554337 6:-2.6609528683617354 7:-1.717217731133796 8:-0.18317368122216804 9:6.002134181603534 10:0.7614485185030024 11:0.9570331968882484 12:1.9285157951513436 
1:-114.02215400992785 2:7.452274834927007 3:0.12039782989309122 4:1.7352335241440016 5:-0.43704539893378724 6:-2.998270838376811 7:-1.4440388775370234 8:0.6496917614258231 9:5.27616817559359 10:-1.1423225377170132 11:-1.268210797378078 12:1.6089274167222785 
1:-105.22136545640865 2:4.698886751037689 3:-1.0262155791837904 4:0.010908604322950932 5:3.108888388057828 6:4.028223636723054 7:3.196825896544862 8:2.530648674784235 9:1.022385916864923 10:0.5840171909412222 11:1.7599303936593111 12:-0.7759162270860598 
1:-113.50808539243779 2:5.379945070577343 3:-3.319643865949374 4:-0.9210044805023863 5:-1.2495134015380827 6:1.4352263926778428 7:1.753778045853048 8:1.677511825391329 9:4.996087192586878 10:0.7070661519214756 11:0.2316851726784197 12:-0.13144685967230485 
1:-105.89356759966049 2:6.037824024667028 3:-4.758062915482403 4:0.7715040062038145 5:2.904992400197008 6:2.501607246825518 7:1.3454957503712426 8:2.0666534468271323 9:2.5379134970719504 10:-1.5675555673756785 11:-0.5368334006618221 12:1.28569981596518 
1:-117.36964707968704 2:1.7637222108124742 3:-4.863012167732007 4:-1.6711586238263187 5:1.389888766303356 6:0.7917651301291286 7:-2.769506873371629 8:0.9546510124420355 9:3.7397145872616515 10:-5.625404956855654 11:-2.1796106452975446 12:1.8436518962861257 
1:-106.18243529239533 2:3.851626259924244 3:0.9661593944138205 4:1.629324690460162 5:2.4530961090090133 6:1.2449676273364418 7:-2.30072529345303 8:0.9119843382272097 9:3.292379000613825 10:-0.11301804406801397 11:-0.33482661273181913 12:1.2823255827533675 
1:-114.76951438644602 2:4.19515460236032 3:-5.1271157358241135 4:-2.712781109162906 5:0.15761158238594009 6:0.7659632951263222 7:4.16553461851116 8:3.1187349801101902 9:4.240648140921941 10:-2.8004065618385416 11:-2.245679284771839 12:-0.9087913532303338 
1:-112.5704096799363 2:4.641870560783193 3:-4.883471925469459 4:-3.49456812349927 5:1.1339732938335496 6:0.7108112484133113 7:3.5148300109105923 8:5.047109442149756 9:7.460151018488977 10:-1.5239622666300523 11:-0.7851974345608324 12:-1.049606239342734 
1:-114.296961315289 2:5.290877037927329 3:-4.561443178135475 4:-1.3565971024635375 5:1.8329988327200963 6:0.8865659273205884 7:2.3741582011264497 8:2.2022593606796885 9:4.939926170729338 10:-1.715550884281885 11:-1.8925780728829409 12:0.3289061269458573 
1:-114.86911620915625 2:3.8332505753760784 3:-6.553048838567072 4:-1.1706450683586502 5:1.5659711575824335 6:1.4844435465017245 7:1.1010645482753785 8:1.4349370021190704 9:4.516414657848448 10:-1.741431932166185 11:0.49049578839133323 12:1.8842857499286725 
1:-105.17518399483596 2:8.434231743483508 3:-2.1074465921487366 4:-1.4934713014166352 5:0.6590008248263275 6:0.7741664305975777 7:1.0664163188041766 8:3.0236712106259107 9:1.9770335771502285 10:-3.723905038397052 11:-0.9639293178760666 12:2.762521847676254 
1:-114.88109910744448 2:3.594720946235979 3:-3.2654902749820414 4:-1.8472444387625413 5:1.8616902898249315 6:-0.624701217449454 7:-0.07502578681546446 8:1.1540232041804428 9:3.9021389367515638 10:-1.3522195574271865 11:-3.7316184836353434 12:-1.7322236838605103 
1:-117.83033085051096 2:3.826065774178052 3:-4.892338381141286 4:-4.231276438537996 5:1.333198446978797 6:-0.5562772298011449 7:-1.5689974231717128 8:4.109682129903781 9:7.71103081577845 10:0.7775509467354307 11:-1.8895072656792415 12:-0.964860486388158 
1:-113.91258283897636 2:4.442380773801036 3:-6.42364656057816 4:-3.0194689674585184 5:0.8450877793988667 6:3.8820608565966177 7:3.4100190665519765 8:6.425346857365199 9:8.326945911351132 10:0.5703637774612687 11:1.2770148609555694 12:-0.2370351469261993 
1:-113.21318491812711 2:6.730698465196628 3:-2.85883561489903 4:-2.4947230982026793 5:-0.15085294870703914 6:-0.03215641678810144 7:0.7501030841946177 8:1.5962277916734902 9:2.692266546591564 10:-0.6581622979573787 11:-2.2266422372583436 12:-3.2189580750280427 
1:-111.17733552383908 2:8.77547067751713 3:-0.4116796659835771 4:1.2193361931292115 5:1.087053107822845 6:0.7384348801744602 7:0.9686650966987509 8:1.2285318848168427 9:2.1594690640852585 10:-1.8350637660948421 11:0.6711839677323876 12:-0.08927557413798759 
1:-106.74222653000733 2:6.80905372855637 3:-0.5371107818816312 4:1.0385502819998313 5:-0.76794817844055 6:-3.764727461485731 7:-0.9099945913142116 8:1.4078532485009196 9:4.972702915028373 10:0.22441377866238854 11:-3.1856411275873513 12:-0.9357007423051642 
1:-108.33129666708737 2:5.354115595862135 3:1.0516142960152135 4:2.64649539919291 5:2.1453771162178827 6:-1.1500813224405957 7:0.2917652656022405 8:1.8929351297749581 9:5.184250806449466 10:-1.4126879108602108 11:-1.6200780594687776 12:0.14053667759296617 
1:-111.81786342947713 2:3.9153287514679436 3:-1.5951849308802437 4:2.722030360245632 5:-0.4165914677101181 6:-2.459156987131542 7:-1.0785884523409046 8:-2.4033955545365986 9:4.144983024251672 10:-1.28990811033633 11:1.0547520906804686 12:-0.6898134454912297 
1:-106.71153017956675 2:7.730850018002721 3:-1.0565249816255267 4:2.536648977424016 5:1.525609644424529 6:-0.24078876996083842 7:-1.8215023050514243 8:0.9266478341890259 9:4.139821977983495 10:1.5002389736451516 11:-2.483767146963335 12:-2.8862708501143217 
1:-116.64209933286551 2:10.13401505012516 3:1.4531704380677564 4:1.1174543909963024 5:-1.3986463293644542 6:0.7667373851425516 7:0.33607482915445974 8:-1.001924698378816 9:4.4535115514411565 10:1.0691152390400251 11:0.7505717577597029 12:0.5459691021318767 
1:-114.59911182216493 2:6.729119825850896 3:0.5806379801009962 4:-1.4034771356713533 5:-0.6200549141987453 6:0.5256268528758579 7:0.10169930800554283 8:0.2730719482607529 9:3.212135415082575 10:0.23740390830250124 11:-0.031572897455108606 12:-1.0204278909719924 
1:-117.26345977493364 2:5.095020212814277 3:0.1620786710204971 4:-0.9748818196976488 5:-0.316519146792686 6:-1.2395483370808105 7:-3.8025084416603803 8:0.292272148984444 9:3.859219450356645 10:-0.742904014383738 11:-1.570882752521431 12:-0.8484098318858964 
1:-119.43941990894669 2:6.50424641507119 3:-0.8593652664417109 4:0.11717599894143937 5:0.029695389970962438 6:1.4491382950558962 7:-3.056902756074739 8:-1.4820259425574611 9:3.9244223284515964 10:-0.33279426928874445 11:-0.6844293714677034 12:-1.660063858892379 
1:-111.11365883493835 2:7.05430013198097 3:4.046255083095791 4:0.2938822145175779 5:-1.3327689502961215 6:0.767685615803932 7:-0.8616816677893051 8:-1.101647494149677 9:4.462921922526185 10:1.226269453348134 11:0.22508002051404663 12:-1.9681727573602519 
1:-120.21259121763191 2:3.81246837599096 3:1.8636246917113386 4:3.0410890262800367 5:-0.9650269550429389 6:-1.0239928444023074 7:-1.6043506103851177 8:-1.9888282419772247 9:5.249712064663254 10:1.3973994495187676 11:-1.9658743594957755 12:-2.658584861030915 
1:-120.47696667087976 2:3.5555050649239135 3:-0.35926307577198013 4:0.14566366711570744 5:-1.6535944386580077 6:2.51052088305103 7:1.1462165391530568 8:0.36397442114857936 9:2.9142431811740095 10:1.709399865927728 11:0.5350378039539545 12:-1.0537624408027728 
1:-107.53935563120532 2:3.746312879091489 3:0.44165827514466915 4:2.5390530188729405 5:3.929650352722522 6:2.4158099619045466 7:0.6226072221157168 8:0.4593651836596324 9:3.5769256264825793 10:0.6174640001013585 11:-1.0498456816079833 12:-0.6449305849942193 
1:-120.1136840117014 2:4.5012688681394 3:-1.7743196651512076 4:2.2870024545835443 5:0.8547158181633066 6:0.22027303754709893 7:0.23816101603002338 8:0.12821760605276555 9:5.925162304364848 10:1.6723098556366045 11:-1.2187099524717708 12:-0.05903918207836867 
1:-120.80426580399727 2:2.9772728811501077 3:-1.9294272594471145 4:-0.11664219845547485 5:2.6799607265583187 6:1.9491851760038839 7:1.557995561497071 8:1.1665664202582606 9:5.124147707747636 10:2.1742083208480434 11:-1.1646908596209395 12:-2.4080396829140214 
1:-120.03828469679429 2:5.3035269876458155 3:1.3837006600516277 4:2.7035148336464654 5:0.3195749459851953 6:-1.1958694044883202 7:0.5921813593489498 8:-1.3260748973677452 9:5.116283824823142 10:1.9134976091345879 11:0.4070584262551451 12:-2.7333467286391397 
1:-118.49858654924734 2:4.585116349553282 3:3.3244081491718935 4:3.4060781489150003 5:-0.4413498738270021 6:0.0906566753070881 7:-2.611556505815355 8:-2.4891954643426133 9:3.919621507683585 10:2.6336905499686645 11:0.44244272918115835 12:0.5673874638415795 
1:-110.3599636378521 2:7.12667520344225 3:0.20943463270158347 4:1.3238577306565937 5:4.430946267852039 6:1.7769144067354468 7:-1.1727441401548355 8:0.8028130075258106 9:2.8335294244240328 10:0.5007617399882349 11:-0.9002482891695784 12:2.611687661499211 
1:-108.05991053907269 2:2.603039674510118 3:-1.2499123852359877 4:0.7301446623461807 5:0.5271780274217175 6:2.665351604111813 7:0.2942805615289781 8:-0.2826386985665441 9:-0.13382638949774028 10:-1.0649844178981045 11:2.256549681590965 12:3.6558739927622907 
1:-112.24480340574519 2:4.059175038964543 3:-5.322776906542849 4:-3.4602416950077997 5:-1.3349184427241778 6:-0.5206864429506703 7:0.6586060105721514 8:2.9366296325324326 9:5.077187347354422 10:-0.22919279672529846 11:-2.5349082049446263 12:-3.0407554785596798 
1:-104.3298868452976 2:10.067693154887777 3:0.7333683616346649 4:-2.0765525297200043 5:0.47687837106421416 6:0.0036289856913724883 7:-2.0180463691698716 8:0.5318538245134321 9:3.1977766683683226 10:0.9495285020988216 11:0.25162403075477346 12:0.59187027717359 
1:-109.14138546333366 2:8.373858001227624 3:-0.5681120141500196 4:-5.089372433233809 5:-4.751761032221169 6:-2.2324510673892632 7:0.13217477412319623 8:2.0434983580445536 9:6.038191052766012 10:-0.599385553697521 11:0.3972483711185739 12:1.2243299775207386 
1:-103.4230659709675 2:9.286487154180929 3:-2.19934881847974 4:-2.5798588432613063 5:0.7294330229129953 6:-1.122489845350989 7:-1.4692496147906775 8:2.117758711587661 9:2.057962997189712 10:-0.38037769204138616 11:-0.16473123114828336 12:0.9181925430240891 
1:-99.30869708381425 2:6.062805138027863 3:-1.3362148051019505 4:-1.18000290488185 5:2.8375128145561144 6:4.553237432646683 7:1.30055158966067 8:0.4584270249481084 9:-0.3393506400773547 10:-3.3533368932889025 11:-0.7286880353389149 12:1.342460144475989 
1:-108.79706938192338 2:3.3669561051722163 3:-4.415223746625765 4:-1.607042277808378 5:5.47729162216408 6:3.1447533752089565 7:1.9587085599746388 8:3.2733165496739214 9:2.3446043068005586 10:-2.4338471120473244 11:-2.566914189855704 12:1.6389226760162123 
1:-113.18979802780844 2:4.177427504344266 3:-5.2908085659858575 4:-2.5814568578655455 5:-1.2604471534492565 6:2.1995043892101145 7:1.6734309440933095 8:0.1447528194072807 9:2.6752383741432064 10:-0.1797546188943806 11:1.70054094162975 12:-2.931722626326246 
1:-102.81726137232282 2:7.110556414045175 3:-3.859504402558468 4:-4.699758757425915 5:-0.9575509239538764 6:0.4800054232602644 7:1.0399704184397742 8:0.9899826775155667 9:1.3464781002924067 10:-0.8239336418864762 11:1.2180844529967252 12:2.6201791701459287 
1:-111.6092650444569 2:7.62021072807717 3:-4.241159515679837 4:-4.803602273844002 5:-0.08760028212656978 6:2.0770370156361255 7:1.5486806706737837 8:-0.39511815251936255 9:2.1539750386147394 10:-1.7478454619641237 11:0.951290621972809 12:-0.7794968328428054 
